,name,date,Versus,Ground,batting_runs,batting_aggregate,batting_average,bowling_wickets,bowling_aggregate,bowling_average,fielding_catches,fielding_aggregate,keeping_catches,keeping_stumps,keeping_aggregate,Age_Match,team1_name,team1_score,team2_name,team2_score,team1_total_wickets,team2_total_wickets
379,Abul Hasan,1/12/2014,Zimbabwe,Shere Bangla National Stadium,-,4,2,0/23,0,,,1,,,,22 years 117 days,Bangladesh,130,Zimbabwe,128,10,5
380,Abul Hasan,17/04/2015,Pakistan,Shere Bangla National Stadium,-,4,2,0/42,0,,,1,,,,22 years 254 days,Bangladesh,329,Pakistan,250,10,6
381,Abul Hasan,25/01/2018,Sri Lanka,Shere Bangla National Stadium,7,11,3.67,0/25,0,,,1,,,,25 years 172 days,Bangladesh,82,Sri Lanka,83,0,10
382,Afif Hossain,6/3/2020,Zimbabwe,Sylhet Stadium,7,7,7,12-Jan,1,12,,0,,,,20 years 166 days,Bangladesh,322,Zimbabwe,218,10,3
383,Anamul Haque,26/02/2015,Sri Lanka,Melbourne Cricket Ground,29,950,35.19,,0,,,4,,,6,22 years 71 days,Bangladesh,240,Sri Lanka,332,1,10
384,Anamul Haque,4/3/2015,Scotland,Saxton Oval,-,950,35.19,,0,,,4,,,6,22 years 77 days,Bangladesh,322,Scotland,318,8,4
385,Anamul Haque,15/01/2018,Zimbabwe,Shere Bangla National Stadium,19,969,34.61,,0,,,4,,,6,25 years 29 days,Bangladesh,171,Zimbabwe,170,10,2
386,Anamul Haque,19/01/2018,Sri Lanka,Shere Bangla National Stadium,35,1004,34.62,,0,,,4,,,6,25 years 33 days,Bangladesh,320,Sri Lanka,157,10,7
387,Anamul Haque,23/01/2018,Zimbabwe,Shere Bangla National Stadium,1,1005,33.5,,0,,,4,,,6,25 years 37 days,Bangladesh,216,Zimbabwe,125,10,9
388,Anamul Haque,25/01/2018,Sri Lanka,Shere Bangla National Stadium,0,1005,32.42,,0,,,4,,,6,25 years 39 days,Bangladesh,82,Sri Lanka,83,0,10
389,Anamul Haque,22/07/2018,West Indies,Providence Stadium,0,1005,31.41,,0,,,4,,,6,25 years 217 days,Bangladesh,279,West Indies,231,9,4
390,Anamul Haque,25/07/2018,West Indies,Providence Stadium,23,1028,31.15,,0,,,4,,,6,25 years 220 days,Bangladesh,268,West Indies,271,10,6
391,Anamul Haque,28/07/2018,West Indies,Warner Park,10,1038,30.53,,0,,,4,,,6,25 years 223 days,Bangladesh,301,West Indies,283,6,6
392,Anamul Haque,31/07/2019,Sri Lanka,R Premadasa Stadium,14,1052,30.06,,0,,,4,,,6,26 years 226 days,Bangladesh,172,Sri Lanka,294,8,10
393,Ariful Haque,26/10/2018,Zimbabwe,Zahur Ahmed Chowdhury Stadium,-,0,,0/17,0,,,0,,,,25 years 341 days,Bangladesh,288,Zimbabwe,286,5,3
394,Fazle Mahmud,21/10/2018,Zimbabwe,Shere Bangla National Stadium,0,0,0,0/16,0,,,0,,,,30 years 295 days,Bangladesh,271,Zimbabwe,243,9,8
395,Fazle Mahmud,24/10/2018,Zimbabwe,Zahur Ahmed Chowdhury Stadium,0,0,0,,0,,1,1,,,,30 years 298 days,Bangladesh,250,Zimbabwe,246,7,3
396,Imrul Kayes,18/10/2017,South Africa,Boland Park,68,1997,29.37,,0,,1,21,,,,30 years 258 days,Bangladesh,249,South Africa,353,6,10
397,Imrul Kayes,22/10/2017,South Africa,Buffalo Park,1,1998,28.96,,0,,,21,,,,30 years 262 days,Bangladesh,169,South Africa,369,6,10
398,Imrul Kayes,23/09/2018,Afghanistan,Sheikh Zayed Stadium,72*,2070,30,,0,,,21,,,,31 years 233 days,Bangladesh,249,Afghanistan,246,7,7
399,Imrul Kayes,26/09/2018,Pakistan,Sheikh Zayed Stadium,9,2079,29.7,,0,,,21,,,,31 years 236 days,Bangladesh,239,Pakistan,202,9,10
400,Imrul Kayes,28/09/2018,India,Dubai International Cricket Stadium,2,2081,29.31,,0,,,21,,,,31 years 238 days,Bangladesh,222,India,223,7,10
401,Imrul Kayes,21/10/2018,Zimbabwe,Shere Bangla National Stadium,144,2225,30.9,,0,,,21,,,,31 years 261 days,Bangladesh,271,Zimbabwe,243,9,8
402,Imrul Kayes,24/10/2018,Zimbabwe,Zahur Ahmed Chowdhury Stadium,90,2315,31.71,,0,,,21,,,,31 years 264 days,Bangladesh,250,Zimbabwe,246,7,3
403,Imrul Kayes,26/10/2018,Zimbabwe,Zahur Ahmed Chowdhury Stadium,115,2430,32.84,,0,,,21,,,,31 years 266 days,Bangladesh,288,Zimbabwe,286,5,3
404,Imrul Kayes,9/12/2018,West Indies,Shere Bangla National Stadium,4,2434,32.45,,0,,,21,,,,31 years 310 days,Bangladesh,196,West Indies,195,9,5
405,Imrul Kayes,11/12/2018,West Indies,Shere Bangla National Stadium,0,2434,32.03,,0,,,21,,,,31 years 312 days,Bangladesh,255,West Indies,256,6,7
406,Liton Das,20/02/2019,New Zealand,University Oval,1,508,19.54,,0,,,8,,,10,24 years 130 days,Bangladesh,242,New Zealand,330,6,10
407,Liton Das,15/05/2019,Ireland,Castle Avenue,76,584,21.63,,0,,3,11,,,10,24 years 214 days,Bangladesh,294,Ireland,292,8,4
408,Liton Das,17/06/2019,West Indies,The Cooper Associates County Ground,94*,678,25.11,,0,,1,12,,,10,24 years 247 days,Bangladesh,322,West Indies,321,8,3
409,Liton Das,20/06/2019,Australia,Trent Bridge,20,698,24.93,,0,,,12,,,10,24 years 250 days,Bangladesh,333,Australia,381,5,8
410,Liton Das,24/06/2019,Afghanistan,The Rose Bowl,16,714,24.62,,0,,1,13,,,10,24 years 254 days,Bangladesh,262,Afghanistan,200,10,7
411,Liton Das,2/7/2019,India,Edgbaston,22,736,24.53,,0,,1,14,,,10,24 years 262 days,Bangladesh,286,India,314,9,10
412,Liton Das,5/7/2019,Pakistan,Lord's,32,768,24.77,,0,,,14,,,10,24 years 265 days,Bangladesh,221,Pakistan,315,9,10
413,Liton Das,1/3/2020,Zimbabwe,Sylhet Stadium,126*,894,28.84,,0,,,14,,,10,25 years 139 days,Bangladesh,321,Zimbabwe,152,10,6
414,Liton Das,3/3/2020,Zimbabwe,Sylhet Stadium,9,903,28.22,,0,,2,16,,,10,25 years 141 days,Bangladesh,322,Zimbabwe,318,8,8
415,Liton Das,6/3/2020,Zimbabwe,Sylhet Stadium,176,1079,32.7,,0,,,16,1,,11,25 years 144 days,Bangladesh,322,Zimbabwe,218,10,3
416,Mahmudullah,17/06/2019,West Indies,The Cooper Associates County Ground,-,3851,34.38,,76,46.07,1,60,,,,33 years 132 days,Bangladesh,322,West Indies,321,8,3
417,Mahmudullah,20/06/2019,Australia,Trent Bridge,69,3920,34.69,,76,46.07,,60,,,,33 years 135 days,Bangladesh,333,Australia,381,5,8
418,Mahmudullah,24/06/2019,Afghanistan,The Rose Bowl,27,3947,34.62,,76,46.07,,60,,,,33 years 139 days,Bangladesh,262,Afghanistan,200,10,7
419,Mahmudullah,5/7/2019,Pakistan,Lord's,29,3976,34.57,,76,46.07,1,61,,,,33 years 150 days,Bangladesh,221,Pakistan,315,9,10
420,Mahmudullah,26/07/2019,Sri Lanka,R Premadasa Stadium,3,3979,34.3,0/4,76,46.12,,61,,,,33 years 171 days,Bangladesh,223,Sri Lanka,314,8,10
421,Mahmudullah,28/07/2019,Sri Lanka,R Premadasa Stadium,6,3985,34.06,,76,46.12,,61,,,,33 years 173 days,Bangladesh,238,Sri Lanka,242,3,8
422,Mahmudullah,31/07/2019,Sri Lanka,R Premadasa Stadium,9,3994,33.85,0/22,76,46.41,,61,,,,33 years 176 days,Bangladesh,172,Sri Lanka,294,8,10
423,Mahmudullah,1/3/2020,Zimbabwe,Sylhet Stadium,32,4026,33.83,0/12,76,46.57,2,63,,,,34 years 25 days,Bangladesh,321,Zimbabwe,152,10,6
424,Mahmudullah,3/3/2020,Zimbabwe,Sylhet Stadium,41,4067,33.89,0/22,76,46.86,1,64,,,,34 years 27 days,Bangladesh,322,Zimbabwe,318,8,8
425,Mahmudullah,6/3/2020,Zimbabwe,Sylhet Stadium,3,4070,33.64,,76,46.86,,64,,,,34 years 30 days,Bangladesh,322,Zimbabwe,218,10,3
426,Mashrafe Mortaza,5/6/2019,New Zealand,Kennington Oval,1,1753,13.91,0/32,265,32,,58,,,,35 years 243 days,Bangladesh,244,New Zealand,248,8,10
427,Mashrafe Mortaza,8/6/2019,England,Sophia Gardens,4*,1757,13.94,Jan-68,266,32.13,2,60,,,,35 years 246 days,Bangladesh,280,England,386,6,10
428,Mashrafe Mortaza,17/06/2019,West Indies,The Cooper Associates County Ground,-,1757,13.94,0/37,266,32.27,,60,,,,35 years 255 days,Bangladesh,322,West Indies,321,8,3
429,Mashrafe Mortaza,20/06/2019,Australia,Trent Bridge,6,1763,13.88,0/56,266,32.48,,60,,,,35 years 258 days,Bangladesh,333,Australia,381,5,8
430,Mashrafe Mortaza,24/06/2019,Afghanistan,The Rose Bowl,-,1763,13.88,0/37,266,32.62,1,61,,,,35 years 262 days,Bangladesh,262,Afghanistan,200,10,7
431,Mashrafe Mortaza,2/7/2019,India,Edgbaston,8,1771,13.84,0/36,266,32.76,,61,,,,35 years 270 days,Bangladesh,286,India,314,9,10
432,Mashrafe Mortaza,5/7/2019,Pakistan,Lord's,15,1786,13.84,0/46,266,32.93,,61,,,,35 years 273 days,Bangladesh,221,Pakistan,315,9,10
433,Mashrafe Mortaza,1/3/2020,Zimbabwe,Sylhet Stadium,0*,1786,13.84,Feb-35,268,32.81,1,62,,,,36 years 148 days,Bangladesh,321,Zimbabwe,152,10,6
434,Mashrafe Mortaza,3/3/2020,Zimbabwe,Sylhet Stadium,1,1787,13.75,Jan-52,269,32.88,,62,,,,36 years 150 days,Bangladesh,322,Zimbabwe,318,8,8
435,Mashrafe Mortaza,6/3/2020,Zimbabwe,Sylhet Stadium,-,1787,13.75,Jan-47,270,32.94,,62,,,,36 years 153 days,Bangladesh,322,Zimbabwe,218,10,3
436,Mehidy Hasan,17/06/2019,West Indies,The Cooper Associates County Ground,-,315,19.69,0/57,34,36.12,,10,,,,21 years 234 days,Bangladesh,322,West Indies,321,8,3
437,Mehidy Hasan,20/06/2019,Australia,Trent Bridge,6,321,18.88,0/59,34,37.85,,10,,,,21 years 237 days,Bangladesh,333,Australia,381,5,8
438,Mehidy Hasan,24/06/2019,Afghanistan,The Rose Bowl,-,321,18.88,0/37,34,38.94,,10,,,,21 years 241 days,Bangladesh,262,Afghanistan,200,10,7
439,Mehidy Hasan,5/7/2019,Pakistan,Lord's,7*,328,19.29,30-Jan,35,38.69,1,11,,,,21 years 252 days,Bangladesh,221,Pakistan,315,9,10
440,Mehidy Hasan,26/07/2019,Sri Lanka,R Premadasa Stadium,2,330,18.33,Jan-56,36,39.17,,11,,,,21 years 273 days,Bangladesh,223,Sri Lanka,314,8,10
441,Mehidy Hasan,28/07/2019,Sri Lanka,R Premadasa Stadium,43,373,19.63,Jan-51,37,39.49,,11,,,,21 years 275 days,Bangladesh,238,Sri Lanka,242,3,8
442,Mehidy Hasan,31/07/2019,Sri Lanka,R Premadasa Stadium,8,381,19.05,0/59,37,41.08,,11,,,,21 years 278 days,Bangladesh,172,Sri Lanka,294,8,10
443,Mehidy Hasan,1/3/2020,Zimbabwe,Sylhet Stadium,7,388,18.48,Feb-33,39,39.82,1,12,,,,22 years 127 days,Bangladesh,321,Zimbabwe,152,10,6
444,Mehidy Hasan,3/3/2020,Zimbabwe,Sylhet Stadium,5,393,17.86,25-Jan,40,39.45,,12,,,,22 years 129 days,Bangladesh,322,Zimbabwe,318,8,8
445,Mehidy Hasan,6/3/2020,Zimbabwe,Sylhet Stadium,-,393,17.86,0/47,40,40.63,1,13,,,,22 years 132 days,Bangladesh,322,Zimbabwe,218,10,3
446,Mohammad Mithun,17/05/2019,West Indies,The Village,17,420,32.31,,0,,,6,,,,29 years 92 days,Bangladesh,213,West Indies,152,1,5
447,Mohammad Mithun,2/6/2019,South Africa,Kennington Oval,21,441,31.5,,0,,,6,,,,29 years 108 days,Bangladesh,330,South Africa,309,8,6
448,Mohammad Mithun,5/6/2019,New Zealand,Kennington Oval,26,467,31.13,,0,,,6,,,,29 years 111 days,Bangladesh,244,New Zealand,248,8,10
449,Mohammad Mithun,8/6/2019,England,Sophia Gardens,0,467,29.19,,0,,,6,,,,29 years 114 days,Bangladesh,280,England,386,6,10
450,Mohammad Mithun,26/07/2019,Sri Lanka,R Premadasa Stadium,10,477,28.06,,0,,,6,,,,29 years 162 days,Bangladesh,223,Sri Lanka,314,8,10
451,Mohammad Mithun,28/07/2019,Sri Lanka,R Premadasa Stadium,12,489,27.17,,0,,,6,,,,29 years 164 days,Bangladesh,238,Sri Lanka,242,3,8
452,Mohammad Mithun,31/07/2019,Sri Lanka,R Premadasa Stadium,4,493,25.95,,0,,,6,,,,29 years 167 days,Bangladesh,172,Sri Lanka,294,8,10
453,Mohammad Mithun,1/3/2020,Zimbabwe,Sylhet Stadium,50,543,27.15,,0,,,6,,,,30 years 16 days,Bangladesh,321,Zimbabwe,152,10,6
454,Mohammad Mithun,3/3/2020,Zimbabwe,Sylhet Stadium,32*,575,28.75,,0,,,6,,,,30 years 18 days,Bangladesh,322,Zimbabwe,318,8,8
455,Mohammad Mithun,6/3/2020,Zimbabwe,Sylhet Stadium,-,575,28.75,,0,,1,7,,,,30 years 21 days,Bangladesh,322,Zimbabwe,218,10,3
456,Mohammad Saifuddin,17/05/2019,West Indies,The Village,-,175,29.17,0/29,11,44.73,,1,,,,22 years 196 days,Bangladesh,213,West Indies,152,1,5
457,Mohammad Saifuddin,2/6/2019,South Africa,Kennington Oval,-,175,29.17,Feb-57,13,42.23,,1,,,,22 years 212 days,Bangladesh,330,South Africa,309,8,6
458,Mohammad Saifuddin,5/6/2019,New Zealand,Kennington Oval,29,204,29.14,Feb-41,15,39.33,1,2,,,,22 years 215 days,Bangladesh,244,New Zealand,248,8,10
459,Mohammad Saifuddin,8/6/2019,England,Sophia Gardens,5,209,26.13,Feb-78,17,39.29,,2,,,,22 years 218 days,Bangladesh,280,England,386,6,10
460,Mohammad Saifuddin,17/06/2019,West Indies,The Cooper Associates County Ground,-,209,26.13,Mar-72,20,37,,2,,,,22 years 227 days,Bangladesh,322,West Indies,321,8,3
461,Mohammad Saifuddin,24/06/2019,Afghanistan,The Rose Bowl,2*,211,26.38,Jan-33,21,36.81,,2,,,,22 years 234 days,Bangladesh,262,Afghanistan,200,10,7
462,Mohammad Saifuddin,2/7/2019,India,Edgbaston,51*,262,32.75,0/59,21,39.62,,2,,,,22 years 242 days,Bangladesh,286,India,314,9,10
463,Mohammad Saifuddin,5/7/2019,Pakistan,Lord's,0,262,29.11,Mar-77,24,37.88,,2,,,,22 years 245 days,Bangladesh,221,Pakistan,315,9,10
464,Mohammad Saifuddin,1/3/2020,Zimbabwe,Sylhet Stadium,28*,290,32.22,22-Mar,27,34.48,1,3,,,,23 years 120 days,Bangladesh,321,Zimbabwe,152,10,6
465,Mohammad Saifuddin,6/3/2020,Zimbabwe,Sylhet Stadium,-,290,32.22,Apr-41,31,31.35,,3,,,,23 years 125 days,Bangladesh,322,Zimbabwe,218,10,3
466,Mominul Haque,6/3/2014,Sri Lanka,Shere Bangla National Stadium,1,449,26.41,,7,19.71,,4,,,,22 years 158 days,Bangladesh,204,Sri Lanka,208,7,9
467,Mominul Haque,15/06/2014,India,Shere Bangla National Stadium,6,455,25.28,,7,19.71,,4,,,,22 years 259 days,Bangladesh,272,India,153,3,9
468,Mominul Haque,25/08/2014,West Indies,Warner Park,5,460,24.21,0/19,7,22.43,,4,,,,22 years 330 days,Bangladesh,247,West Indies,338,7,8
469,Mominul Haque,21/11/2014,Zimbabwe,Zahur Ahmed Chowdhury Stadium,31,491,24.55,0/11,7,24,,4,,,,23 years 53 days,Bangladesh,281,Zimbabwe,194,10,7
470,Mominul Haque,23/11/2014,Zimbabwe,Zahur Ahmed Chowdhury Stadium,33*,524,26.2,,7,24,,4,,,,23 years 55 days,Bangladesh,251,Zimbabwe,183,10,7
471,Mominul Haque,26/11/2014,Zimbabwe,Shere Bangla National Stadium,15,539,25.67,0/7,7,25,,4,,,,23 years 58 days,Bangladesh,297,Zimbabwe,173,10,6
472,Mominul Haque,18/02/2015,Afghanistan,Manuka Oval,3,542,24.64,,7,25,,4,,,,23 years 142 days,Bangladesh,267,Afghanistan,162,10,10
473,Mominul Haque,26/02/2015,Sri Lanka,Melbourne Cricket Ground,1,543,23.61,,7,25,,4,,,,23 years 150 days,Bangladesh,240,Sri Lanka,332,1,10
474,Mominul Haque,20/09/2018,Afghanistan,Sheikh Zayed Stadium,9,552,23,0/15,7,27.14,,4,,,,26 years 356 days,Bangladesh,119,Afghanistan,255,7,10
475,Mominul Haque,26/09/2018,Pakistan,Sheikh Zayed Stadium,5,557,22.28,,7,27.14,,4,,,,26 years 362 days,Bangladesh,239,Pakistan,202,9,10
476,Mosaddeck Hossain,17/05/2019,West Indies,The Village,52*,407,33.92,0/9,11,45,1,10,,,,23 years 158 days,Bangladesh,213,West Indies,152,1,5
477,Mosaddeck Hossain,2/6/2019,South Africa,Kennington Oval,26,433,33.31,0/38,11,48.45,,10,,,,23 years 174 days,Bangladesh,330,South Africa,309,8,6
478,Mosaddeck Hossain,5/6/2019,New Zealand,Kennington Oval,11,444,31.71,Feb-33,13,43.54,1,11,,,,23 years 177 days,Bangladesh,244,New Zealand,248,8,10
479,Mosaddeck Hossain,8/6/2019,England,Sophia Gardens,26,470,31.33,0/24,13,45.38,,11,,,,23 years 180 days,Bangladesh,280,England,386,6,10
480,Mosaddeck Hossain,17/06/2019,West Indies,The Cooper Associates County Ground,-,470,31.33,0/36,13,48.15,,11,,,,23 years 189 days,Bangladesh,322,West Indies,321,8,3
481,Mosaddeck Hossain,24/06/2019,Afghanistan,The Rose Bowl,35,505,31.56,25-Jan,14,46.5,,11,,,,23 years 196 days,Bangladesh,262,Afghanistan,200,10,7
482,Mosaddeck Hossain,2/7/2019,India,Edgbaston,3,508,29.88,0/32,14,48.79,2,13,,,,23 years 204 days,Bangladesh,286,India,314,9,10
483,Mosaddeck Hossain,5/7/2019,Pakistan,Lord's,16,524,29.11,0/27,14,50.71,,13,,,,23 years 207 days,Bangladesh,221,Pakistan,315,9,10
484,Mosaddeck Hossain,26/07/2019,Sri Lanka,R Premadasa Stadium,12,536,28.21,0/45,14,53.93,,13,,,,23 years 228 days,Bangladesh,223,Sri Lanka,314,8,10
485,Mosaddeck Hossain,28/07/2019,Sri Lanka,R Premadasa Stadium,13,549,27.45,0/32,14,56.21,,13,,,,23 years 230 days,Bangladesh,238,Sri Lanka,242,3,8
486,Mushfiqur Rahim,17/06/2019,West Indies,The Cooper Associates County Ground,1,5700,34.97,,0,,,2,2,,213,30 years 288 days,Bangladesh,322,West Indies,321,8,3
487,Mushfiqur Rahim,20/06/2019,Australia,Trent Bridge,102*,5802,35.6,,0,,,2,1,,214,30 years 291 days,Bangladesh,333,Australia,381,5,8
488,Mushfiqur Rahim,24/06/2019,Afghanistan,The Rose Bowl,83,5885,35.88,,0,,,2,1,2,217,30 years 295 days,Bangladesh,262,Afghanistan,200,10,7
489,Mushfiqur Rahim,2/7/2019,India,Edgbaston,24,5909,35.81,,0,,,2,1,,218,30 years 303 days,Bangladesh,286,India,314,9,10
490,Mushfiqur Rahim,5/7/2019,Pakistan,Lord's,16,5925,35.69,,0,,,2,1,,219,30 years 306 days,Bangladesh,221,Pakistan,315,9,10
491,Mushfiqur Rahim,26/07/2019,Sri Lanka,R Premadasa Stadium,67,5992,35.88,,0,,,2,1,,220,30 years 327 days,Bangladesh,223,Sri Lanka,314,8,10
492,Mushfiqur Rahim,28/07/2019,Sri Lanka,R Premadasa Stadium,98*,6090,36.47,,0,,,2,,,220,30 years 329 days,Bangladesh,238,Sri Lanka,242,3,8
493,Mushfiqur Rahim,31/07/2019,Sri Lanka,R Premadasa Stadium,10,6100,36.31,,0,,,2,3,,223,30 years 332 days,Bangladesh,172,Sri Lanka,294,8,10
494,Mushfiqur Rahim,1/3/2020,Zimbabwe,Sylhet Stadium,19,6119,36.21,,0,,,2,,,223,31 years 181 days,Bangladesh,321,Zimbabwe,152,10,6
495,Mushfiqur Rahim,3/3/2020,Zimbabwe,Sylhet Stadium,55,6174,36.32,,0,,,2,,,223,31 years 183 days,Bangladesh,322,Zimbabwe,318,8,8
496,Mustafizur Rahman,8/6/2019,England,Sophia Gardens,0,57,8.14,Jan-75,87,23.44,,9,,,,23 years 275 days,Bangladesh,280,England,386,6,10
497,Mustafizur Rahman,17/06/2019,West Indies,The Cooper Associates County Ground,-,57,8.14,Mar-59,90,23.31,,9,,,,23 years 284 days,Bangladesh,322,West Indies,321,8,3
498,Mustafizur Rahman,20/06/2019,Australia,Trent Bridge,-,57,8.14,Jan-69,91,23.81,,9,,,,23 years 287 days,Bangladesh,333,Australia,381,5,8
499,Mustafizur Rahman,24/06/2019,Afghanistan,The Rose Bowl,-,57,8.14,Feb-32,93,23.65,,9,,,,23 years 291 days,Bangladesh,262,Afghanistan,200,10,7
500,Mustafizur Rahman,2/7/2019,India,Edgbaston,0,57,7.13,May-59,98,23.04,,9,,,,23 years 299 days,Bangladesh,286,India,314,9,10
501,Mustafizur Rahman,5/7/2019,Pakistan,Lord's,1,58,6.44,May-75,103,22.65,1,10,,,,23 years 302 days,Bangladesh,221,Pakistan,315,9,10
502,Mustafizur Rahman,26/07/2019,Sri Lanka,R Premadasa Stadium,18,76,7.6,Feb-75,105,22.93,2,12,,,,23 years 323 days,Bangladesh,223,Sri Lanka,314,8,10
503,Mustafizur Rahman,28/07/2019,Sri Lanka,R Premadasa Stadium,2*,78,7.8,Feb-50,107,22.97,,12,,,,23 years 325 days,Bangladesh,238,Sri Lanka,242,3,8
504,Mustafizur Rahman,1/3/2020,Zimbabwe,Sylhet Stadium,-,78,7.8,22-Jan,108,22.96,,12,,,,24 years 177 days,Bangladesh,321,Zimbabwe,152,10,6
505,Mustafizur Rahman,6/3/2020,Zimbabwe,Sylhet Stadium,-,78,7.8,Jan-32,109,23.05,,12,,,,24 years 182 days,Bangladesh,322,Zimbabwe,218,10,3
506,Najmul Hossain Shanto,20/09/2018,Afghanistan,Sheikh Zayed Stadium,7,7,7,,0,,,0,,,,20 years 26 days,Bangladesh,119,Afghanistan,255,7,10
507,Najmul Hossain Shanto,21/09/2018,India,Dubai International Cricket Stadium,7,14,7,,0,,,0,,,,20 years 27 days,Bangladesh,173,India,174,3,10
508,Najmul Hossain Shanto,23/09/2018,Afghanistan,Sheikh Zayed Stadium,6,20,6.67,,0,,1,1,,,,20 years 29 days,Bangladesh,249,Afghanistan,246,7,7
509,Najmul Hossain Shanto,1/3/2020,Zimbabwe,Sylhet Stadium,29,49,12.25,,0,,,1,,,,21 years 188 days,Bangladesh,321,Zimbabwe,152,10,6
510,Najmul Hossain Shanto,3/3/2020,Zimbabwe,Sylhet Stadium,6,55,11,,0,,,1,,,,21 years 190 days,Bangladesh,322,Zimbabwe,318,8,8
511,Nasir Hossain,11/11/2015,Zimbabwe,Shere Bangla National Stadium,0,1231,32.39,Jan-36,19,38.26,2,33,,,,23 years 346 days,Bangladesh,276,Zimbabwe,215,10,9
512,Nasir Hossain,9/10/2016,England,Shere Bangla National Stadium,27*,1258,33.11,29-Jan,20,37.8,1,34,,,,24 years 314 days,Bangladesh,238,England,204,10,8
513,Nasir Hossain,12/10/2016,England,Zahur Ahmed Chowdhury Stadium,4,1262,32.36,Jan-53,21,38.52,,34,,,,24 years 317 days,Bangladesh,277,England,278,6,6
514,Nasir Hossain,24/05/2017,New Zealand,Castle Avenue,-,1262,32.36,Feb-47,23,37.22,,34,,,,25 years 175 days,Bangladesh,271,New Zealand,270,8,5
515,Nasir Hossain,15/10/2017,South Africa,Diamond Oval,11,1273,31.83,0/29,23,38.48,,34,,,,25 years 319 days,Bangladesh,278,South Africa,282,0,7
516,Nasir Hossain,18/10/2017,South Africa,Boland Park,3,1276,31.12,0/49,23,40.61,,34,,,,25 years 322 days,Bangladesh,249,South Africa,353,6,10
517,Nasir Hossain,15/01/2018,Zimbabwe,Shere Bangla National Stadium,-,1276,31.12,0/15,23,41.26,,34,,,,26 years 46 days,Bangladesh,171,Zimbabwe,170,10,2
518,Nasir Hossain,19/01/2018,Sri Lanka,Shere Bangla National Stadium,0,1276,30.38,20-Jan,24,40.38,,34,,,,26 years 50 days,Bangladesh,320,Sri Lanka,157,10,7
519,Nasir Hossain,23/01/2018,Zimbabwe,Shere Bangla National Stadium,2,1278,29.72,,24,40.38,,34,,,,26 years 54 days,Bangladesh,216,Zimbabwe,125,10,9
520,Nasir Hossain,25/01/2018,Sri Lanka,Shere Bangla National Stadium,3,1281,29.11,0/19,24,41.17,,34,,,,26 years 56 days,Bangladesh,82,Sri Lanka,83,0,10
521,Nazmul Islam,23/09/2018,Afghanistan,Sheikh Zayed Stadium,-,0,,0/29,0,,1,1,,,,26 years 185 days,Bangladesh,249,Afghanistan,246,7,7
522,Nazmul Islam,28/09/2018,India,Dubai International Cricket Stadium,7,7,7,Jan-56,1,85,1,2,,,,26 years 190 days,Bangladesh,222,India,223,7,10
523,Nazmul Islam,21/10/2018,Zimbabwe,Shere Bangla National Stadium,-,7,7,Feb-38,3,41,,2,,,,26 years 213 days,Bangladesh,271,Zimbabwe,243,9,8
524,Nazmul Islam,24/10/2018,Zimbabwe,Zahur Ahmed Chowdhury Stadium,-,7,7,0/43,3,55.33,1,3,,,,26 years 216 days,Bangladesh,250,Zimbabwe,246,7,3
525,Nazmul Islam,26/10/2018,Zimbabwe,Zahur Ahmed Chowdhury Stadium,-,7,7,Feb-58,5,44.8,,3,,,,26 years 218 days,Bangladesh,288,Zimbabwe,286,5,3
526,Nurul Hasan,29/12/2016,New Zealand,Saxton Oval,24,24,24,,0,,,0,2,1,3,23 years 38 days,Bangladesh,184,New Zealand,251,10,10
527,Nurul Hasan,31/12/2016,New Zealand,Saxton Oval,44,68,34,,0,,,0,,,3,23 years 40 days,Bangladesh,236,New Zealand,239,2,9
528,Rubel Hossain,26/09/2018,Pakistan,Sheikh Zayed Stadium,1,120,5,Jan-38,116,32.85,1,16,,,,28 years 268 days,Bangladesh,239,Pakistan,202,9,10
529,Rubel Hossain,28/09/2018,India,Dubai International Cricket Stadium,0,120,4.8,26-Feb,118,32.52,,16,,,,28 years 270 days,Bangladesh,222,India,223,7,10
530,Rubel Hossain,9/12/2018,West Indies,Shere Bangla National Stadium,-,120,4.8,Jan-61,119,32.76,1,17,,,,28 years 342 days,Bangladesh,196,West Indies,195,9,5
531,Rubel Hossain,11/12/2018,West Indies,Shere Bangla National Stadium,-,120,4.8,Feb-57,121,32.69,,17,,,,28 years 344 days,Bangladesh,255,West Indies,256,6,7
532,Rubel Hossain,20/02/2019,New Zealand,University Oval,3,123,4.73,Jan-64,122,32.94,,17,,,,29 years 49 days,Bangladesh,242,New Zealand,330,6,10
533,Rubel Hossain,15/05/2019,Ireland,Castle Avenue,-,123,4.73,Jan-41,123,33.01,,17,,,,29 years 133 days,Bangladesh,294,Ireland,292,8,4
534,Rubel Hossain,20/06/2019,Australia,Trent Bridge,-,123,4.73,0/83,123,33.68,2,19,,,,29 years 169 days,Bangladesh,333,Australia,381,5,8
535,Rubel Hossain,2/7/2019,India,Edgbaston,9,132,4.89,Jan-48,124,33.8,1,20,,,,29 years 181 days,Bangladesh,286,India,314,9,10
536,Rubel Hossain,26/07/2019,Sri Lanka,R Premadasa Stadium,6*,138,5.11,Jan-54,125,33.96,,20,,,,29 years 205 days,Bangladesh,223,Sri Lanka,314,8,10
